Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202111,Water - Precipitation - rain,2021-11-15,2021-11-01,2021-11-30,,-1.95,International Atomic Energy Agency,-0.1,International Atomic Energy Agency,,,,163.9,,,,
GNIP,GNIP/M/UG/01,MASAKA,UG,6370503,-0.331666667,31.76111111,1306,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",202112,Water - Precipitation - rain,2021-12-15,2021-12-01,2021-12-31,,-3.37,International Atomic Energy Agency,-13.1,International Atomic Energy Agency,,,,43.4,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200301,Water - Precipitation - rain,2003-01-15,2003-01-01,2003-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200302,Water - Precipitation - rain,2003-02-15,2003-02-01,2003-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200303,Water - Precipitation - rain,2003-03-15,2003-03-01,2003-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200304,Water - Precipitation - rain,2003-04-15,2003-04-01,2003-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200308,Water - Precipitation - rain,2003-08-15,2003-08-01,2003-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200309,Water - Precipitation - rain,2003-09-15,2003-09-01,2003-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200310,Water - Precipitation - rain,2003-10-15,2003-10-01,2003-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200311,Water - Precipitation - rain,2003-11-15,2003-11-01,2003-11-30,,-3.95,International Atomic Energy Agency,-17.4,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200312,Water - Precipitation - rain,2003-12-15,2003-12-01,2003-12-31,,-3.68,International Atomic Energy Agency,-14.3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200401,Water - Precipitation - rain,2004-01-15,2004-01-01,2004-01-31,,-1.67,International Atomic Energy Agency,2.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200402,Water - Precipitation - rain,2004-02-15,2004-02-01,2004-02-28,,1.05,International Atomic Energy Agency,22.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200403,Water - Precipitation - rain,2004-03-15,2004-03-01,2004-03-31,,0.66,International Atomic Energy Agency,22.4,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200404,Water - Precipitation - rain,2004-04-15,2004-04-01,2004-04-30,,-5.54,International Atomic Energy Agency,-28,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200405,Water - Precipitation - rain,2004-05-15,2004-05-01,2004-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200406,Water - Precipitation - rain,2004-06-15,2004-06-01,2004-06-30,,0.63,International Atomic Energy Agency,17.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200407,Water - Precipitation - rain,2004-07-15,2004-07-01,2004-07-31,,-0.56,International Atomic Energy Agency,8.3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200408,Water - Precipitation - rain,2004-08-15,2004-08-01,2004-08-31,,0.39,International Atomic Energy Agency,6.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200409,Water - Precipitation - rain,2004-09-15,2004-09-01,2004-09-30,,-2.06,International Atomic Energy Agency,1.1,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200410,Water - Precipitation - rain,2004-10-15,2004-10-01,2004-10-31,,-3.94,International Atomic Energy Agency,-16.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200411,Water - Precipitation - rain,2004-11-15,2004-11-01,2004-11-30,,-5.6,International Atomic Energy Agency,-32.5,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200412,Water - Precipitation - rain,2004-12-15,2004-12-01,2004-12-31,,-2.42,International Atomic Energy Agency,-6.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200501,Water - Precipitation - rain,2005-01-15,2005-01-01,2005-01-31,,-1.77,International Atomic Energy Agency,2.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200502,Water - Precipitation - rain,2005-02-15,2005-02-01,2005-02-28,,4.66,International Atomic Energy Agency,44.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200503,Water - Precipitation - rain,2005-03-15,2005-03-01,2005-03-31,,-1.62,International Atomic Energy Agency,5.1,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200504,Water - Precipitation - rain,2005-04-15,2005-04-01,2005-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200505,Water - Precipitation - rain,2005-05-15,2005-05-01,2005-05-31,,-6.14,International Atomic Energy Agency,-37.7,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200506,Water - Precipitation - rain,2005-06-15,2005-06-01,2005-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200507,Water - Precipitation - rain,2005-07-15,2005-07-01,2005-07-31,,0.35,International Atomic Energy Agency,19.4,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200508,Water - Precipitation - rain,2005-08-15,2005-08-01,2005-08-31,,-2.69,International Atomic Energy Agency,2.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200509,Water - Precipitation - rain,2005-09-15,2005-09-01,2005-09-30,,-1.69,International Atomic Energy Agency,3.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200510,Water - Precipitation - rain,2005-10-15,2005-10-01,2005-10-31,,-0.52,PINSTECH,9.36,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200511,Water - Precipitation - rain,2005-11-15,2005-11-01,2005-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200512,Water - Precipitation - rain,2005-12-15,2005-12-01,2005-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200601,Water - Precipitation - rain,2006-01-15,2006-01-01,2006-01-31,,-1.41,PINSTECH,3.98,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200602,Water - Precipitation - rain,2006-02-15,2006-02-01,2006-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200603,Water - Precipitation - rain,2006-03-15,2006-03-01,2006-03-31,,0.51,PINSTECH,14.29,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200604,Water - Precipitation - rain,2006-04-15,2006-04-01,2006-04-30,,-1.67,PINSTECH,1.43,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,,-2.59,PINSTECH,-8.28,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,,-2.78,PINSTECH,-17.05,PINSTECH,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200610,Water - Precipitation - rain,2006-10-15,2006-10-01,2006-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200611,Water - Precipitation - rain,2006-11-15,2006-11-01,2006-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/XX/01,RUKUNGIRI,UG,6372602,-0.841111111,29.94194444,1595,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200612,Water - Precipitation - rain,2006-12-15,2006-12-01,2006-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199701,Water - Precipitation - rain,1997-01-15,1997-01-01,1997-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199702,Water - Precipitation - rain,1997-02-15,1997-02-01,1997-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199703,Water - Precipitation - rain,1997-03-15,1997-03-01,1997-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199704,Water - Precipitation - rain,1997-04-15,1997-04-01,1997-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199705,Water - Precipitation - rain,1997-05-15,1997-05-01,1997-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199706,Water - Precipitation - rain,1997-06-15,1997-06-01,1997-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199707,Water - Precipitation - rain,1997-07-15,1997-07-01,1997-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199708,Water - Precipitation - rain,1997-08-15,1997-08-01,1997-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199709,Water - Precipitation - rain,1997-09-15,1997-09-01,1997-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199710,Water - Precipitation - rain,1997-10-15,1997-10-01,1997-10-31,,-7.18,International Atomic Energy Agency,-48.3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199711,Water - Precipitation - rain,1997-11-15,1997-11-01,1997-11-30,,-8.89,International Atomic Energy Agency,-59.1,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199712,Water - Precipitation - rain,1997-12-15,1997-12-01,1997-12-31,,-4.34,International Atomic Energy Agency,-20.1,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199801,Water - Precipitation - rain,1998-01-15,1998-01-01,1998-01-31,,-4.92,International Atomic Energy Agency,-28.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,SOROTI,UG,6365800,1.685555556,33.61638889,1038,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",199802,Water - Precipitation - rain,1998-02-15,1998-02-01,1998-02-28,,,,,,,,,,,,,
